"location","activity","date","change","value","source","roll"
"London","Restaurant bookings",2021-01-16,-99.71,0.290000000000006,"OpenTable",0.13142857142857
"London","Restaurant bookings",2021-01-17,-99.95,0.0499999999999972,"OpenTable",0.119999999999998
"London","Restaurant bookings",2021-01-18,-99.99,0.0100000000000051,"OpenTable",0.109999999999999
"London","Restaurant bookings",2021-01-19,-99.99,0.0100000000000051,"OpenTable",0.102857142857143
"London","Restaurant bookings",2021-01-20,-99.97,0.0300000000000011,"OpenTable",0.0957142857142859
"London","Restaurant bookings",2021-01-21,-99.95,0.0499999999999972,"OpenTable",0.0828571428571426
"London","Restaurant bookings",2021-01-22,-99.99,0.0100000000000051,"OpenTable",0.0642857142857147
"London","Restaurant bookings",2021-01-23,-99.93,0.0699999999999932,"OpenTable",0.0328571428571414
"London","Restaurant bookings",2021-01-24,-99.99,0.0100000000000051,"OpenTable",0.0271428571428568
"London","Restaurant bookings",2021-01-25,-99.98,0.019999999999996,"OpenTable",0.0285714285714269
"London","Restaurant bookings",2021-01-26,-99.99,0.0100000000000051,"OpenTable",0.0285714285714269
"London","Restaurant bookings",2021-01-27,-99.99,0.0100000000000051,"OpenTable",0.0257142857142846
"London","Restaurant bookings",2021-01-28,-99.96,0.0400000000000063,"OpenTable",0.0242857142857145
"London","Restaurant bookings",2021-01-29,-99.98,0.019999999999996,"OpenTable",0.0257142857142846
"London","Restaurant bookings",2021-01-30,-99.88,0.120000000000005,"OpenTable",0.0328571428571434
"London","Restaurant bookings",2021-01-31,-100,0,"OpenTable",0.0314285714285713
"London","Restaurant bookings",2021-02-01,-99.99,0.0100000000000051,"OpenTable",0.0300000000000011
"London","Restaurant bookings",2021-02-02,-99.96,0.0400000000000063,"OpenTable",0.0342857142857156
"London","Restaurant bookings",2021-02-03,-99.98,0.019999999999996,"OpenTable",0.0357142857142857
"London","Restaurant bookings",2021-02-04,-99.98,0.019999999999996,"OpenTable",0.0328571428571414
"London","Restaurant bookings",2021-02-05,-99.98,0.019999999999996,"OpenTable",0.0328571428571414
"London","Restaurant bookings",2021-02-06,-99.89,0.109999999999999,"OpenTable",0.0314285714285692
"London","Restaurant bookings",2021-02-07,-99.97,0.0300000000000011,"OpenTable",0.0357142857142837
"London","Restaurant bookings",2021-02-08,-99.98,0.019999999999996,"OpenTable",0.0371428571428538
"London","Restaurant bookings",2021-02-09,-99.98,0.019999999999996,"OpenTable",0.0342857142857095
"London","Restaurant bookings",2021-02-10,-99.94,0.0600000000000023,"OpenTable",0.0399999999999961
"London","Restaurant bookings",2021-02-11,-99.91,0.0900000000000034,"OpenTable",0.0499999999999972
"London","Restaurant bookings",2021-02-12,-99.94,0.0600000000000023,"OpenTable",0.0557142857142838
"London","Restaurant bookings",2021-02-13,-99.89,0.109999999999999,"OpenTable",0.0557142857142838
"London","Restaurant bookings",2021-02-14,-99.96,0.0400000000000063,"OpenTable",0.0571428571428559
"London","Restaurant bookings",2021-02-15,-99.98,0.019999999999996,"OpenTable",0.0571428571428559
"London","Restaurant bookings",2021-02-16,-99.96,0.0400000000000063,"OpenTable",0.0600000000000002
"London","Restaurant bookings",2021-02-17,-99.98,0.019999999999996,"OpenTable",0.0542857142857136
"London","Restaurant bookings",2021-02-18,-99.99,0.0100000000000051,"OpenTable",0.0428571428571424
"London","Restaurant bookings",2021-02-19,-99.96,0.0400000000000063,"OpenTable",0.0400000000000002
"London","Restaurant bookings",2021-02-20,-99.95,0.0499999999999972,"OpenTable",0.0314285714285713
"London","Restaurant bookings",2021-02-21,-100,0,"OpenTable",0.0257142857142847
"London","Restaurant bookings",2021-02-22,-100,0,"OpenTable",0.0228571428571424
"London","Restaurant bookings",2021-02-23,-99.95,0.0499999999999972,"OpenTable",0.0242857142857125
"London","Restaurant bookings",2021-02-24,-100,0,"OpenTable",0.0214285714285702
"London","Restaurant bookings",2021-02-25,-99.99,0.0100000000000051,"OpenTable",0.0214285714285702
"London","Restaurant bookings",2021-02-26,-99.92,0.0799999999999983,"OpenTable",0.0271428571428548
"London","Restaurant bookings",2021-02-27,-99.97,0.0300000000000011,"OpenTable",0.0242857142857125
"London","Restaurant bookings",2021-02-28,-100,0,"OpenTable",0.0242857142857125
"London","Restaurant bookings",2021-03-01,-100,0,"OpenTable",0.0242857142857125
"London","Restaurant bookings",2021-03-02,-100,0,"OpenTable",0.0171428571428557
"London","Restaurant bookings",2021-03-03,-99.97,0.0300000000000011,"OpenTable",0.0214285714285702
"London","Restaurant bookings",2021-03-04,-99.99,0.0100000000000051,"OpenTable",0.0214285714285702
"London","Restaurant bookings",2021-03-05,-99.98,0.019999999999996,"OpenTable",0.0128571428571413
"London","Restaurant bookings",2021-03-06,-99.95,0.0499999999999972,"OpenTable",0.0157142857142836
"London","Restaurant bookings",2021-03-07,-100,0,"OpenTable",0.0157142857142836
"London","Restaurant bookings",2021-03-08,-100,0,"OpenTable",0.0157142857142836
"London","Restaurant bookings",2021-03-09,-99.98,0.019999999999996,"OpenTable",0.0185714285714259
"London","Restaurant bookings",2021-03-10,-100,0,"OpenTable",0.0142857142857114
"London","Restaurant bookings",2021-03-11,-100,0,"OpenTable",0.0128571428571393
"London","Restaurant bookings",2021-03-12,-99.99,0.0100000000000051,"OpenTable",0.0114285714285691
"London","Restaurant bookings",2021-03-13,-99.96,0.0400000000000063,"OpenTable",0.00999999999999901
"London","Restaurant bookings",2021-03-14,-99.99,0.0100000000000051,"OpenTable",0.0114285714285712
"London","Restaurant bookings",2021-03-15,-99.99,0.0100000000000051,"OpenTable",0.0128571428571433
"London","Restaurant bookings",2021-03-16,-99.99,0.0100000000000051,"OpenTable",0.0114285714285732
"London","Restaurant bookings",2021-03-17,-99.97,0.0300000000000011,"OpenTable",0.0157142857142876
"London","Restaurant bookings",2021-03-18,-99.99,0.0100000000000051,"OpenTable",0.0171428571428598
"London","Restaurant bookings",2021-03-19,-99.97,0.0300000000000011,"OpenTable",0.0200000000000021
"London","Restaurant bookings",2021-03-20,-99.98,0.019999999999996,"OpenTable",0.0171428571428578
"London","Restaurant bookings",2021-03-21,-99.97,0.0300000000000011,"OpenTable",0.0200000000000001
"London","Restaurant bookings",2021-03-22,-100,0,"OpenTable",0.0185714285714279
"London","Restaurant bookings",2021-03-23,-99.99,0.0100000000000051,"OpenTable",0.0185714285714279
"London","Restaurant bookings",2021-03-24,-100,0,"OpenTable",0.0142857142857135
"London","Restaurant bookings",2021-03-25,-100,0,"OpenTable",0.0128571428571413
"London","Restaurant bookings",2021-03-26,-99.99,0.0100000000000051,"OpenTable",0.00999999999999901
"London","Restaurant bookings",2021-03-27,-99.97,0.0300000000000011,"OpenTable",0.0114285714285712
"London","Restaurant bookings",2021-03-28,-100,0,"OpenTable",0.00714285714285672
"London","Restaurant bookings",2021-03-29,-99.99,0.0100000000000051,"OpenTable",0.00857142857142888
"London","Restaurant bookings",2021-03-30,-100,0,"OpenTable",0.00714285714285672
"London","Restaurant bookings",2021-03-31,-99.99,0.0100000000000051,"OpenTable",0.00857142857142888
"London","Restaurant bookings",2021-04-01,-100,0,"OpenTable",0.00857142857142888
"London","Restaurant bookings",2021-04-02,-100,0,"OpenTable",0.00714285714285672
"London","Restaurant bookings",2021-04-03,-99.98,0.019999999999996,"OpenTable",0.00571428571428457
"London","Restaurant bookings",2021-04-04,-100,0,"OpenTable",0.00571428571428457
"London","Restaurant bookings",2021-04-05,-100,0,"OpenTable",0.00428571428571241
"London","Restaurant bookings",2021-04-06,-100,0,"OpenTable",0.00428571428571241
"London","Restaurant bookings",2021-04-07,-100,0,"OpenTable",0.00285714285714025
"London","Restaurant bookings",2021-04-08,-99.98,0.019999999999996,"OpenTable",0.00571428571428254
"London","Restaurant bookings",2021-04-09,-99.92,0.0799999999999983,"OpenTable",0.0171428571428537
"London","Restaurant bookings",2021-04-10,-99.98,0.019999999999996,"OpenTable",0.0171428571428537
"London","Restaurant bookings",2021-04-11,-99.92,0.0799999999999983,"OpenTable",0.0285714285714249
"London","Restaurant bookings",2021-04-12,-52.64,47.36,"OpenTable",6.79428571428571
"London","Restaurant bookings",2021-04-13,-64.24,35.76,"OpenTable",11.9028571428571
"London","Restaurant bookings",2021-04-14,-65.96,34.04,"OpenTable",16.7657142857143
"London","Restaurant bookings",2021-04-15,-66.21,33.79,"OpenTable",21.59
"London","Restaurant bookings",2021-04-16,-53.63,46.37,"OpenTable",28.2028571428571
"London","Restaurant bookings",2021-04-17,-55.65,44.35,"OpenTable",34.5357142857143
"London","Restaurant bookings",2021-04-18,-49.54,50.46,"OpenTable",41.7328571428571
"London","Restaurant bookings",2021-04-19,-61.64,38.36,"OpenTable",40.4471428571429
"London","Restaurant bookings",2021-04-20,-49.05,50.95,"OpenTable",42.6171428571429
"London","Restaurant bookings",2021-04-21,-57.86,42.14,"OpenTable",43.7742857142857
"London","Restaurant bookings",2021-04-22,-58.75,41.25,"OpenTable",44.84
"London","Restaurant bookings",2021-04-23,-60.07,39.93,"OpenTable",43.92
"London","Restaurant bookings",2021-04-24,-59.06,40.94,"OpenTable",43.4328571428571
"London","Restaurant bookings",2021-04-25,-56.2,43.8,"OpenTable",42.4814285714286
"London","Restaurant bookings",2021-04-26,-69.72,30.28,"OpenTable",41.3271428571429
"London","Restaurant bookings",2021-04-27,-64.83,35.17,"OpenTable",39.0728571428571
"London","Restaurant bookings",2021-04-28,-70.44,29.56,"OpenTable",37.2757142857143
"London","Restaurant bookings",2021-04-29,-63.28,36.72,"OpenTable",36.6285714285714
"London","Restaurant bookings",2021-04-30,-58.5,41.5,"OpenTable",36.8528571428571
"London","Restaurant bookings",2021-05-01,-56.61,43.39,"OpenTable",37.2028571428571
"London","Restaurant bookings",2021-05-02,-49.87,50.13,"OpenTable",38.1071428571429
"London","Restaurant bookings",2021-05-03,-54.67,45.33,"OpenTable",40.2571428571429
"London","Restaurant bookings",2021-05-04,-71.99,28.01,"OpenTable",39.2342857142857
"London","Restaurant bookings",2021-05-05,-69.49,30.51,"OpenTable",39.37
"London","Restaurant bookings",2021-05-06,-63.77,36.23,"OpenTable",39.3
"London","Restaurant bookings",2021-05-07,-59.04,40.96,"OpenTable",39.2228571428571
"London","Restaurant bookings",2021-05-08,-64.49,35.51,"OpenTable",38.0971428571429
"London","Restaurant bookings",2021-05-09,-45.31,54.69,"OpenTable",38.7485714285714
"London","Restaurant bookings",2021-05-10,-68.59,31.41,"OpenTable",36.76
"London","Restaurant bookings",2021-05-11,-66.58,33.42,"OpenTable",37.5328571428571
"London","Restaurant bookings",2021-05-12,-63.44,36.56,"OpenTable",38.3971428571429
"London","Restaurant bookings",2021-05-13,-65.96,34.04,"OpenTable",38.0842857142857
"London","Restaurant bookings",2021-05-14,-60.09,39.91,"OpenTable",37.9342857142857
"London","Restaurant bookings",2021-05-15,-60.16,39.84,"OpenTable",38.5528571428571
"London","Restaurant bookings",2021-05-16,-61.85,38.15,"OpenTable",36.19
"London","Restaurant bookings",2021-05-17,-22.48,77.52,"OpenTable",42.7771428571429
"London","Restaurant bookings",2021-05-18,-34.26,65.74,"OpenTable",47.3942857142857
"London","Restaurant bookings",2021-05-19,-26.25,73.75,"OpenTable",52.7071428571429
"London","Restaurant bookings",2021-05-20,-17.64,82.36,"OpenTable",59.61
"London","Restaurant bookings",2021-05-21,-2.76,97.24,"OpenTable",67.8
"London","Restaurant bookings",2021-05-22,23.45,123.45,"OpenTable",79.7442857142857
"London","Restaurant bookings",2021-05-23,-5.3,94.7,"OpenTable",87.8228571428571
"London","Restaurant bookings",2021-05-24,-47.61,52.39,"OpenTable",84.2328571428571
"London","Restaurant bookings",2021-05-25,-22.2,77.8,"OpenTable",85.9557142857143
"London","Restaurant bookings",2021-05-26,-19.96,80.04,"OpenTable",86.8542857142857
"London","Restaurant bookings",2021-05-27,-14.67,85.33,"OpenTable",87.2785714285714
"London","Restaurant bookings",2021-05-28,-9.53,90.47,"OpenTable",86.3114285714286
"London","Restaurant bookings",2021-05-29,22.24,122.24,"OpenTable",86.1385714285714
"London","Restaurant bookings",2021-05-30,45.22,145.22,"OpenTable",93.3557142857143
"London","Restaurant bookings",2021-05-31,35.66,135.66,"OpenTable",105.251428571429
"London","Restaurant bookings",2021-06-01,-25.84,74.16,"OpenTable",104.731428571429
"London","Restaurant bookings",2021-06-02,-19.9,80.1,"OpenTable",104.74
"London","Restaurant bookings",2021-06-03,-19.91,80.09,"OpenTable",103.991428571429
"London","Restaurant bookings",2021-06-04,-15.1,84.9,"OpenTable",103.195714285714
"London","Restaurant bookings",2021-06-05,1.07,101.07,"OpenTable",100.171428571429
"London","Restaurant bookings",2021-06-06,-12.25,87.75,"OpenTable",91.9614285714286
"London","Restaurant bookings",2021-06-07,-42.69,57.31,"OpenTable",80.7685714285714
"London","Restaurant bookings",2021-06-08,-37.18,62.82,"OpenTable",79.1485714285714
"London","Restaurant bookings",2021-06-09,-30.03,69.97,"OpenTable",77.7014285714286
"London","Restaurant bookings",2021-06-10,-25.93,74.07,"OpenTable",76.8414285714286
"London","Restaurant bookings",2021-06-11,-17.63,82.37,"OpenTable",76.48
"London","Restaurant bookings",2021-06-12,-4.45,95.55,"OpenTable",75.6914285714286
"London","Restaurant bookings",2021-06-13,-35.67,64.33,"OpenTable",72.3457142857143
"London","Restaurant bookings",2021-06-14,-50.12,49.88,"OpenTable",71.2842857142857
"London","Restaurant bookings",2021-06-15,-39.92,60.08,"OpenTable",70.8928571428571
"London","Restaurant bookings",2021-06-16,-33.95,66.05,"OpenTable",70.3328571428571
"London","Restaurant bookings",2021-06-17,-33.15,66.85,"OpenTable",69.3014285714286
"London","Restaurant bookings",2021-06-18,-26.53,73.47,"OpenTable",68.03
"London","Restaurant bookings",2021-06-19,-3.75,96.25,"OpenTable",68.13
"London","Restaurant bookings",2021-06-20,11.09,111.09,"OpenTable",74.81
"London","Restaurant bookings",2021-06-21,-51.2,48.8,"OpenTable",74.6557142857143
"London","Restaurant bookings",2021-06-22,-42.73,57.27,"OpenTable",74.2542857142857
"London","Restaurant bookings",2021-06-23,-34.14,65.86,"OpenTable",74.2271428571429
"London","Restaurant bookings",2021-06-24,-29.96,70.04,"OpenTable",74.6828571428571
"London","Restaurant bookings",2021-06-25,-16.72,83.28,"OpenTable",76.0842857142857
"London","Restaurant bookings",2021-06-26,5.42,105.42,"OpenTable",77.3942857142857
"London","Restaurant bookings",2021-06-27,-15.27,84.73,"OpenTable",73.6285714285714
"London","Restaurant bookings",2021-06-28,-52.53,47.47,"OpenTable",73.4385714285714
"London","Restaurant bookings",2021-06-29,-44.91,55.09,"OpenTable",73.1271428571429
"London","Restaurant bookings",2021-06-30,-35.35,64.65,"OpenTable",72.9542857142857
"London","Restaurant bookings",2021-07-01,-30.19,69.81,"OpenTable",72.9214285714286
"London","Restaurant bookings",2021-07-02,-18.84,81.16,"OpenTable",72.6185714285714
"London","Restaurant bookings",2021-07-03,-7.58,92.42,"OpenTable",70.7614285714286
"London","Restaurant bookings",2021-07-04,-16.43,83.57,"OpenTable",70.5957142857143
"London","Restaurant bookings",2021-07-05,-49.57,50.43,"OpenTable",71.0185714285714
"London","Restaurant bookings",2021-07-06,-45.81,54.19,"OpenTable",70.89
"London","Restaurant bookings",2021-07-07,-44.33,55.67,"OpenTable",69.6071428571429
"London","Restaurant bookings",2021-07-08,-33.65,66.35,"OpenTable",69.1128571428571
"London","Restaurant bookings",2021-07-09,-19.67,80.33,"OpenTable",68.9942857142857
"London","Restaurant bookings",2021-07-10,-4.47,95.53,"OpenTable",69.4385714285714
"London","Restaurant bookings",2021-07-11,-12.12,87.88,"OpenTable",70.0542857142857
"London","Restaurant bookings",2021-07-12,-55.64,44.36,"OpenTable",69.1871428571428
"London","Restaurant bookings",2021-07-13,-46.31,53.69,"OpenTable",69.1157142857143
"London","Restaurant bookings",2021-07-14,-38.22,61.78,"OpenTable",69.9885714285714
"London","Restaurant bookings",2021-07-15,-33.86,66.14,"OpenTable",69.9585714285714
"London","Restaurant bookings",2021-07-16,-20.46,79.54,"OpenTable",69.8457142857143
"London","Restaurant bookings",2021-07-17,-7.56,92.44,"OpenTable",69.4042857142857
"London","Restaurant bookings",2021-07-18,-19.95,80.05,"OpenTable",68.2857142857143
"London","Restaurant bookings",2021-07-19,-49.44,50.56,"OpenTable",69.1714285714286
"London","Restaurant bookings",2021-07-20,-40.6,59.4,"OpenTable",69.9871428571429
"London","Restaurant bookings",2021-07-21,-36.16,63.84,"OpenTable",70.2814285714286
"London","Restaurant bookings",2021-07-22,-30.22,69.78,"OpenTable",70.8014285714286
"London","Restaurant bookings",2021-07-23,-22.3,77.7,"OpenTable",70.5385714285714
"London","Restaurant bookings",2021-07-24,-12.68,87.32,"OpenTable",69.8071428571428
"London","Restaurant bookings",2021-07-25,-23.09,76.91,"OpenTable",69.3585714285714
"London","Restaurant bookings",2021-07-26,-43.42,56.58,"OpenTable",70.2185714285714
"London","Restaurant bookings",2021-07-27,-34.76,65.24,"OpenTable",71.0528571428571
"London","Restaurant bookings",2021-07-28,-33.69,66.31,"OpenTable",71.4057142857143
"London","Restaurant bookings",2021-07-29,-21.88,78.12,"OpenTable",72.5971428571429
"London","Restaurant bookings",2021-07-30,-18.2,81.8,"OpenTable",73.1828571428571
"London","Restaurant bookings",2021-07-31,-3.32,96.68,"OpenTable",74.52
"London","Restaurant bookings",2021-08-01,-10.5,89.5,"OpenTable",76.3185714285714
"London","Restaurant bookings",2021-08-02,-39.58,60.42,"OpenTable",76.8671428571429
"London","Restaurant bookings",2021-08-03,-36.68,63.32,"OpenTable",76.5928571428571
"London","Restaurant bookings",2021-08-04,-26.82,73.18,"OpenTable",77.5742857142857
"London","Restaurant bookings",2021-08-05,-28.34,71.66,"OpenTable",76.6514285714286
"London","Restaurant bookings",2021-08-06,-17.44,82.56,"OpenTable",76.76
"London","Restaurant bookings",2021-08-07,-5.75,94.25,"OpenTable",76.4128571428571
"London","Restaurant bookings",2021-08-08,-15.64,84.36,"OpenTable",75.6785714285714
"London","Restaurant bookings",2021-08-09,-39.11,60.89,"OpenTable",75.7457142857143
"London","Restaurant bookings",2021-08-10,-28.66,71.34,"OpenTable",76.8914285714286
"London","Restaurant bookings",2021-08-11,-22.24,77.76,"OpenTable",77.5457142857143
"London","Restaurant bookings",2021-08-12,-22.45,77.55,"OpenTable",78.3871428571429
"London","Restaurant bookings",2021-08-13,-17.09,82.91,"OpenTable",78.4371428571428
"London","Restaurant bookings",2021-08-14,-2.98,97.02,"OpenTable",78.8328571428571
"London","Restaurant bookings",2021-08-15,-8.02,91.98,"OpenTable",79.9214285714286
"London","Restaurant bookings",2021-08-16,-31.62,68.38,"OpenTable",80.9914285714286
"London","Restaurant bookings",2021-08-17,-28.12,71.88,"OpenTable",81.0685714285714
"London","Restaurant bookings",2021-08-18,-19.6,80.4,"OpenTable",81.4457142857143
"London","Restaurant bookings",2021-08-19,-15.92,84.08,"OpenTable",82.3785714285714
"London","Restaurant bookings",2021-08-20,-6.7,93.3,"OpenTable",83.8628571428571
"London","Restaurant bookings",2021-08-21,13.4,113.4,"OpenTable",86.2028571428571
"London","Restaurant bookings",2021-08-22,-3.18,96.82,"OpenTable",86.8942857142857
"London","Restaurant bookings",2021-08-23,-27.09,72.91,"OpenTable",87.5414285714286
"London","Restaurant bookings",2021-08-24,-5.91,94.09,"OpenTable",90.7142857142857
"London","Restaurant bookings",2021-08-25,-8.61,91.39,"OpenTable",92.2842857142857
"London","Restaurant bookings",2021-08-26,-14.32,85.68,"OpenTable",92.5128571428571
"London","Restaurant bookings",2021-08-27,-13.88,86.12,"OpenTable",91.4871428571429
"London","Restaurant bookings",2021-08-28,-2.04,97.96,"OpenTable",89.2814285714286
"London","Restaurant bookings",2021-08-29,14.21,114.21,"OpenTable",91.7657142857143
"London","Restaurant bookings",2021-08-30,10.66,110.66,"OpenTable",97.1585714285714
"London","Restaurant bookings",2021-08-31,-31.62,68.38,"OpenTable",93.4857142857143
"London","Restaurant bookings",2021-09-01,-24.52,75.48,"OpenTable",91.2128571428571
"London","Restaurant bookings",2021-09-02,-21.04,78.96,"OpenTable",90.2528571428571
"London","Restaurant bookings",2021-09-03,-16.88,83.12,"OpenTable",89.8242857142857
"London","Restaurant bookings",2021-09-04,-3.22,96.78,"OpenTable",89.6557142857143
"London","Restaurant bookings",2021-09-05,-1.9,98.1,"OpenTable",87.3542857142857
"London","Restaurant bookings",2021-09-06,-31.66,68.34,"OpenTable",81.3085714285714
"London","Restaurant bookings",2021-09-07,-27.16,72.84,"OpenTable",81.9457142857143
"London","Restaurant bookings",2021-09-08,-20.04,79.96,"OpenTable",82.5857142857143
"London","Restaurant bookings",2021-09-09,-22.14,77.86,"OpenTable",82.4285714285714
"London","Restaurant bookings",2021-09-10,-19.51,80.49,"OpenTable",82.0528571428571
"London","Restaurant bookings",2021-09-11,-3.48,96.52,"OpenTable",82.0157142857143
"London","Restaurant bookings",2021-09-12,-8.41,91.59,"OpenTable",81.0857142857143
"London","Restaurant bookings",2021-09-13,-34.59,65.41,"OpenTable",80.6671428571428
"London","Restaurant bookings",2021-09-14,-31.33,68.67,"OpenTable",80.0714285714286
"London","Restaurant bookings",2021-09-15,-21.14,78.86,"OpenTable",79.9142857142857
"London","Restaurant bookings",2021-09-16,-19.36,80.64,"OpenTable",80.3114285714286
"London","Restaurant bookings",2021-09-17,-16.31,83.69,"OpenTable",80.7685714285714
"London","Restaurant bookings",2021-09-18,-2.48,97.52,"OpenTable",80.9114285714286
"London","Restaurant bookings",2021-09-19,-5.82,94.18,"OpenTable",81.2814285714286
"London","Restaurant bookings",2021-09-20,-27.9,72.1,"OpenTable",82.2371428571429
"London","Restaurant bookings",2021-09-21,-16.66,83.34,"OpenTable",84.3328571428571
"London","Restaurant bookings",2021-09-22,-15.88,84.12,"OpenTable",85.0842857142857
"London","Restaurant bookings",2021-09-23,-15.22,84.78,"OpenTable",85.6757142857143
"London","Restaurant bookings",2021-09-24,-10.7,89.3,"OpenTable",86.4771428571429
"London","Restaurant bookings",2021-09-25,-3.18,96.82,"OpenTable",86.3771428571429
"London","Restaurant bookings",2021-09-26,-3.73,96.27,"OpenTable",86.6757142857143
"London","Restaurant bookings",2021-09-27,-30.57,69.43,"OpenTable",86.2942857142857
"London","Restaurant bookings",2021-09-28,-23.51,76.49,"OpenTable",85.3157142857143
"London","Restaurant bookings",2021-09-29,-20.63,79.37,"OpenTable",84.6371428571428
"London","Restaurant bookings",2021-09-30,-20.63,79.37,"OpenTable",83.8642857142857
"London","Restaurant bookings",2021-10-01,-19.97,80.03,"OpenTable",82.54
"London","Restaurant bookings",2021-10-02,-13.63,86.37,"OpenTable",81.0471428571429
"London","Restaurant bookings",2021-10-03,-6.15,93.85,"OpenTable",80.7014285714286
"London","Restaurant bookings",2021-10-04,-33.62,66.38,"OpenTable",80.2657142857143
"London","Restaurant bookings",2021-10-05,-26.4,73.6,"OpenTable",79.8528571428571
"London","Restaurant bookings",2021-10-06,-19.98,80.02,"OpenTable",79.9457142857143
"London","Restaurant bookings",2021-10-07,-17.28,82.72,"OpenTable",80.4242857142857
"London","Restaurant bookings",2021-10-08,-16.61,83.39,"OpenTable",80.9042857142857
"London","Restaurant bookings",2021-10-09,-3.14,96.86,"OpenTable",82.4028571428571
"London","Restaurant bookings",2021-10-10,-10.49,89.51,"OpenTable",81.7828571428571
"London","Restaurant bookings",2021-10-11,-27.82,72.18,"OpenTable",82.6114285714286
"London","Restaurant bookings",2021-10-12,-21.65,78.35,"OpenTable",83.29
"London","Restaurant bookings",2021-10-13,-17.82,82.18,"OpenTable",83.5985714285714
