Borough,date,retail_and_recreation,grocery_and_pharmacy,parks,transit_stations,workplaces,residential
Bexley,2020-03-26,-54.285714285714285,-9.714285714285714,12.714285714285714,-53.714285714285715,-48.857142857142854,20.428571428571427
Bexley,2020-03-27,-61.857142857142854,-16.142857142857142,12.428571428571429,-57.714285714285715,-53.857142857142854,22.714285714285715
Bexley,2020-03-28,-67.0,-22.142857142857142,4.857142857142857,-61.0,-58.142857142857146,23.857142857142858
Bexley,2020-03-29,-71.28571428571429,-26.428571428571427,-4.857142857142857,-65.42857142857143,-61.42857142857143,24.714285714285715
Bexley,2020-03-30,-75.85714285714286,-30.0,-8.571428571428571,-68.28571428571429,-64.42857142857143,26.0
Bexley,2020-03-31,-76.42857142857143,-31.428571428571427,-8.714285714285714,-69.14285714285714,-65.71428571428571,26.571428571428573
Bexley,2020-04-01,-76.85714285714286,-32.57142857142857,-11.0,-69.85714285714286,-66.28571428571429,26.857142857142858
Bexley,2020-04-02,-76.85714285714286,-33.285714285714285,-11.428571428571429,-70.14285714285714,-66.71428571428571,27.0
Bexley,2020-04-03,-76.85714285714286,-33.42857142857143,-10.571428571428571,-70.42857142857143,-67.0,27.142857142857142
Bexley,2020-04-04,-76.57142857142857,-32.714285714285715,-5.714285714285714,-69.85714285714286,-66.85714285714286,27.142857142857142
Bexley,2020-04-05,-75.85714285714286,-31.714285714285715,0.2857142857142857,-68.14285714285714,-66.57142857142857,27.0
Bexley,2020-04-06,-75.71428571428571,-31.571428571428573,3.0,-67.71428571428571,-66.71428571428571,27.142857142857142
Bexley,2020-04-07,-75.57142857142857,-31.571428571428573,6.285714285714286,-67.42857142857143,-66.85714285714286,27.142857142857142
Bexley,2020-04-08,-75.28571428571429,-31.142857142857142,9.285714285714286,-67.0,-67.0,27.142857142857142
Bexley,2020-04-09,-74.71428571428571,-29.714285714285715,12.714285714285714,-66.42857142857143,-67.14285714285714,27.0
Bexley,2020-04-10,-75.14285714285714,-30.285714285714285,13.714285714285714,-66.85714285714286,-68.85714285714286,27.428571428571427
Bexley,2020-04-11,-75.28571428571429,-30.0,12.0,-67.0,-69.0,27.428571428571427
Bexley,2020-04-12,-76.71428571428571,-34.285714285714285,13.285714285714286,-67.71428571428571,-69.57142857142857,27.571428571428573
Bexley,2020-04-13,-77.42857142857143,-35.42857142857143,14.142857142857142,-69.0,-71.42857142857143,28.142857142857142
Bexley,2020-04-14,-77.0,-34.857142857142854,13.714285714285714,-68.85714285714286,-71.28571428571429,28.0
Bexley,2020-04-15,-77.0,-34.714285714285715,16.285714285714285,-68.85714285714286,-71.0,27.857142857142858
Bexley,2020-04-16,-77.42857142857143,-35.57142857142857,17.571428571428573,-69.0,-70.85714285714286,28.0
Bexley,2020-04-17,-77.0,-35.0,14.571428571428571,-68.42857142857143,-69.0,27.571428571428573
Bexley,2020-04-18,-76.85714285714286,-35.142857142857146,14.142857142857142,-68.28571428571429,-68.71428571428571,27.571428571428573
Bexley,2020-04-19,-75.28571428571429,-30.571428571428573,18.714285714285715,-67.42857142857143,-67.71428571428571,27.428571428571427
Bexley,2020-04-20,-74.14285714285714,-29.0,23.428571428571427,-65.71428571428571,-65.42857142857143,26.571428571428573
Bexley,2020-04-21,-74.28571428571429,-29.0,27.0,-65.57142857142857,-65.14285714285714,26.571428571428573
Bexley,2020-04-22,-74.14285714285714,-28.857142857142858,29.571428571428573,-65.14285714285714,-64.85714285714286,26.571428571428573
Bexley,2020-04-23,-73.85714285714286,-28.285714285714285,32.57142857142857,-64.71428571428571,-64.57142857142857,26.428571428571427
Bexley,2020-04-24,-73.42857142857143,-27.285714285714285,40.857142857142854,-64.0,-64.28571428571429,26.142857142857142
Bexley,2020-04-25,-73.0,-26.571428571428573,45.714285714285715,-63.57142857142857,-63.42857142857143,26.0
Bexley,2020-04-26,-72.71428571428571,-26.0,46.714285714285715,-62.857142857142854,-63.142857142857146,25.857142857142858
Bexley,2020-04-27,-72.57142857142857,-25.714285714285715,48.42857142857143,-62.714285714285715,-62.857142857142854,25.857142857142858
Bexley,2020-04-28,-73.14285714285714,-27.0,36.42857142857143,-63.57142857142857,-62.857142857142854,26.0
Bexley,2020-04-29,-73.0,-26.714285714285715,28.142857142857142,-63.714285714285715,-62.857142857142854,26.0
Bexley,2020-04-30,-73.28571428571429,-27.0,19.428571428571427,-64.0,-62.714285714285715,26.0
Bexley,2020-05-01,-73.57142857142857,-27.0,13.714285714285714,-64.14285714285714,-62.42857142857143,26.0
Bexley,2020-05-02,-73.57142857142857,-26.857142857142858,16.571428571428573,-63.42857142857143,-62.142857142857146,25.857142857142858
Bexley,2020-05-03,-73.57142857142857,-27.142857142857142,13.285714285714286,-63.285714285714285,-62.0,25.857142857142858
Bexley,2020-05-04,-73.42857142857143,-26.714285714285715,15.285714285714286,-62.857142857142854,-61.857142857142854,25.714285714285715
Bexley,2020-05-05,-72.57142857142857,-24.857142857142858,28.714285714285715,-61.714285714285715,-61.42857142857143,25.285714285714285
Bexley,2020-05-06,-72.28571428571429,-24.428571428571427,39.714285714285715,-61.142857142857146,-61.0,25.0
Bexley,2020-05-07,-71.14285714285714,-22.428571428571427,51.285714285714285,-60.285714285714285,-60.714285714285715,24.571428571428573
Bexley,2020-05-08,-71.28571428571429,-22.857142857142858,62.714285714285715,-60.714285714285715,-62.714285714285715,25.0
Bexley,2020-05-09,-71.28571428571429,-22.714285714285715,66.0,-60.714285714285715,-62.714285714285715,24.857142857142858
Bexley,2020-05-10,-71.28571428571429,-23.0,64.71428571428571,-61.285714285714285,-62.42857142857143,24.857142857142858
Bexley,2020-05-11,-71.14285714285714,-23.0,59.142857142857146,-61.57142857142857,-62.285714285714285,24.857142857142858
Bexley,2020-05-12,-70.85714285714286,-22.714285714285715,61.57142857142857,-61.142857142857146,-62.0,24.714285714285715
Bexley,2020-05-13,-70.71428571428571,-22.857142857142858,56.142857142857146,-61.285714285714285,-61.714285714285715,24.714285714285715
Bexley,2020-05-14,-70.71428571428571,-23.714285714285715,54.42857142857143,-61.57142857142857,-61.285714285714285,24.714285714285715
Bexley,2020-05-15,-69.57142857142857,-22.428571428571427,56.857142857142854,-60.285714285714285,-58.714285714285715,23.857142857142858
Bexley,2020-05-16,-69.0,-21.714285714285715,56.857142857142854,-59.57142857142857,-57.857142857142854,23.714285714285715
Bexley,2020-05-17,-68.14285714285714,-20.142857142857142,69.85714285714286,-58.0,-56.57142857142857,23.428571428571427
Bexley,2020-05-18,-67.14285714285714,-19.142857142857142,82.85714285714286,-57.0,-56.142857142857146,23.0
Bexley,2020-05-19,-66.42857142857143,-18.142857142857142,89.42857142857143,-56.57142857142857,-55.857142857142854,22.714285714285715
Bexley,2020-05-20,-66.0,-17.0,102.14285714285714,-55.857142857142854,-55.714285714285715,22.285714285714285
Bexley,2020-05-21,-65.71428571428571,-16.142857142857142,105.85714285714286,-55.142857142857146,-55.42857142857143,22.142857142857142
Bexley,2020-05-22,-65.42857142857143,-15.428571428571429,103.42857142857143,-54.857142857142854,-55.142857142857146,22.0
Bexley,2020-05-23,-65.14285714285714,-15.142857142857142,100.42857142857143,-54.57142857142857,-54.714285714285715,21.857142857142858
Bexley,2020-05-24,-65.14285714285714,-14.428571428571429,98.0,-54.142857142857146,-54.57142857142857,21.714285714285715
Bexley,2020-05-25,-66.28571428571429,-15.142857142857142,113.71428571428571,-55.0,-57.142857142857146,22.142857142857142
Bexley,2020-05-26,-66.0,-15.0,114.57142857142857,-55.0,-57.0,22.0
Bexley,2020-05-27,-65.57142857142857,-14.714285714285714,115.14285714285714,-54.42857142857143,-56.714285714285715,21.857142857142858
Bexley,2020-05-28,-65.28571428571429,-14.571428571428571,125.0,-54.0,-56.57142857142857,21.571428571428573
Bexley,2020-05-29,-65.14285714285714,-14.285714285714286,132.71428571428572,-53.285714285714285,-56.42857142857143,21.428571428571427
Bexley,2020-05-30,-65.0,-13.285714285714286,141.85714285714286,-52.142857142857146,-54.714285714285715,21.0
Bexley,2020-05-31,-64.71428571428571,-12.714285714285714,145.28571428571428,-51.42857142857143,-53.142857142857146,20.714285714285715
Bexley,2020-06-01,-63.0,-11.428571428571429,131.28571428571428,-49.714285714285715,-49.714285714285715,20.0
Bexley,2020-06-02,-62.857142857142854,-11.571428571428571,132.28571428571428,-48.714285714285715,-49.0,19.714285714285715
Bexley,2020-06-03,-62.714285714285715,-12.142857142857142,119.85714285714286,-48.857142857142854,-48.42857142857143,19.714285714285715
Bexley,2020-06-04,-62.42857142857143,-12.571428571428571,105.71428571428571,-48.857142857142854,-47.857142857142854,19.714285714285715
Bexley,2020-06-05,-62.285714285714285,-13.428571428571429,90.42857142857143,-49.0,-47.42857142857143,19.714285714285715
Bexley,2020-06-06,-62.285714285714285,-14.714285714285714,75.0,-50.0,-47.714285714285715,20.0
Bexley,2020-06-07,-62.142857142857146,-15.571428571428571,65.85714285714286,-49.857142857142854,-47.57142857142857,20.285714285714285
Bexley,2020-06-08,-62.0,-15.714285714285714,58.142857142857146,-50.142857142857146,-47.42857142857143,20.285714285714285
Bexley,2020-06-09,-61.714285714285715,-15.714285714285714,55.285714285714285,-50.142857142857146,-47.142857142857146,20.285714285714285
Bexley,2020-06-10,-61.42857142857143,-16.0,50.714285714285715,-50.42857142857143,-47.0,20.285714285714285
Bexley,2020-06-11,-60.857142857142854,-15.857142857142858,48.0,-50.57142857142857,-46.714285714285715,20.285714285714285
Bexley,2020-06-12,-60.285714285714285,-15.571428571428571,48.714285714285715,-50.57142857142857,-46.42857142857143,20.142857142857142
Bexley,2020-06-13,-59.57142857142857,-14.428571428571429,63.57142857142857,-49.42857142857143,-45.57142857142857,19.714285714285715
Bexley,2020-06-14,-58.857142857142854,-13.428571428571429,71.28571428571429,-49.0,-45.285714285714285,19.285714285714285
Bexley,2020-06-15,-56.857142857142854,-13.285714285714286,75.57142857142857,-48.142857142857146,-45.0,19.0
Bexley,2020-06-16,-55.142857142857146,-12.714285714285714,75.14285714285714,-47.857142857142854,-45.0,18.857142857142858
Bexley,2020-06-17,-53.42857142857143,-12.0,82.14285714285714,-47.142857142857146,-44.857142857142854,18.571428571428573
Bexley,2020-06-18,-52.0,-11.428571428571429,81.71428571428571,-46.857142857142854,-44.857142857142854,18.285714285714285
Bexley,2020-06-19,-50.42857142857143,-10.428571428571429,85.28571428571429,-46.142857142857146,-44.57142857142857,17.857142857142858
Bexley,2020-06-20,-48.714285714285715,-9.428571428571429,84.42857142857143,-45.142857142857146,-44.142857142857146,17.571428571428573
Bexley,2020-06-21,-47.57142857142857,-9.142857142857142,79.85714285714286,-45.142857142857146,-43.142857142857146,17.428571428571427
Bexley,2020-06-22,-47.57142857142857,-8.571428571428571,83.28571428571429,-45.0,-43.142857142857146,17.285714285714285
Bexley,2020-06-23,-47.57142857142857,-8.428571428571429,86.57142857142857,-44.857142857142854,-43.142857142857146,17.142857142857142
Bexley,2020-06-24,-47.42857142857143,-7.571428571428571,96.57142857142857,-44.142857142857146,-42.857142857142854,16.857142857142858
Bexley,2020-06-25,-47.714285714285715,-6.714285714285714,106.14285714285714,-43.142857142857146,-42.714285714285715,16.571428571428573
Bexley,2020-06-26,-48.0,-6.285714285714286,107.57142857142857,-43.0,-42.714285714285715,16.428571428571427
Bexley,2020-06-27,-48.142857142857146,-7.0,97.57142857142857,-43.857142857142854,-43.42857142857143,16.714285714285715
Bexley,2020-06-28,-48.0,-7.714285714285714,97.85714285714286,-44.142857142857146,-43.714285714285715,16.857142857142858
Bexley,2020-06-29,-47.857142857142854,-8.285714285714286,88.85714285714286,-44.57142857142857,-43.42857142857143,16.857142857142858
Bexley,2020-06-30,-47.42857142857143,-8.857142857142858,73.42857142857143,-45.0,-43.142857142857146,17.0
Bexley,2020-07-01,-47.0,-9.428571428571429,63.714285714285715,-45.42857142857143,-43.0,17.0
Bexley,2020-07-02,-46.142857142857146,-10.0,55.0,-45.857142857142854,-42.714285714285715,17.0
Bexley,2020-07-03,-45.42857142857143,-10.571428571428571,55.857142857142854,-45.857142857142854,-42.57142857142857,17.0
Bexley,2020-07-04,-44.42857142857143,-10.714285714285714,59.0,-45.0,-41.57142857142857,16.714285714285715
Bexley,2020-07-05,-43.42857142857143,-10.0,61.857142857142854,-44.0,-41.714285714285715,16.428571428571427
Bexley,2020-07-06,-42.57142857142857,-9.714285714285714,63.0,-43.285714285714285,-41.714285714285715,16.285714285714285
Bexley,2020-07-07,-41.714285714285715,-9.428571428571429,71.85714285714286,-42.57142857142857,-41.714285714285715,15.857142857142858
Bexley,2020-07-08,-41.285714285714285,-9.714285714285714,65.57142857142857,-42.42857142857143,-41.714285714285715,15.857142857142858
Bexley,2020-07-09,-40.57142857142857,-10.0,64.0,-42.0,-41.57142857142857,15.714285714285714
Bexley,2020-07-10,-39.857142857142854,-9.857142857142858,61.857142857142854,-41.57142857142857,-41.285714285714285,15.285714285714286
Bexley,2020-07-11,-39.857142857142854,-9.714285714285714,67.14285714285714,-40.714285714285715,-41.0,15.0
Bexley,2020-07-12,-39.57142857142857,-10.0,68.14285714285714,-40.0,-40.285714285714285,14.857142857142858
Bexley,2020-07-13,-39.285714285714285,-9.857142857142858,71.0,-40.0,-40.0,14.714285714285714
Bexley,2020-07-14,-38.857142857142854,-9.714285714285714,69.71428571428571,-40.142857142857146,-39.857142857142854,14.714285714285714
Bexley,2020-07-15,-37.142857142857146,-9.571428571428571,76.28571428571429,-39.857142857142854,-39.57142857142857,14.428571428571429
Bexley,2020-07-16,-35.857142857142854,-9.285714285714286,83.28571428571429,-40.0,-39.42857142857143,14.142857142857142
Bexley,2020-07-17,-34.42857142857143,-9.571428571428571,87.85714285714286,-40.142857142857146,-39.285714285714285,13.857142857142858
Bexley,2020-07-18,-33.285714285714285,-9.714285714285714,89.42857142857143,-41.142857142857146,-38.857142857142854,13.571428571428571
Bexley,2020-07-19,-32.285714285714285,-10.142857142857142,78.57142857142857,-43.142857142857146,-38.857142857142854,13.571428571428571
Bexley,2020-07-20,-31.142857142857142,-10.428571428571429,81.42857142857143,-43.57142857142857,-38.857142857142854,13.428571428571429
Bexley,2020-07-21,-29.857142857142858,-10.714285714285714,86.85714285714286,-43.714285714285715,-38.714285714285715,13.285714285714286
Bexley,2020-07-22,-29.714285714285715,-10.571428571428571,94.85714285714286,-43.714285714285715,-38.857142857142854,13.142857142857142
Bexley,2020-07-23,-29.428571428571427,-10.714285714285714,97.42857142857143,-43.714285714285715,-39.142857142857146,13.142857142857142
Bexley,2020-07-24,-29.428571428571427,-11.142857142857142,97.42857142857143,-43.857142857142854,-39.42857142857143,13.285714285714286
Bexley,2020-07-25,-29.428571428571427,-12.0,85.28571428571429,-44.42857142857143,-39.714285714285715,13.571428571428571
Bexley,2020-07-26,-29.0,-11.714285714285714,90.85714285714286,-42.714285714285715,-39.42857142857143,13.285714285714286
Bexley,2020-07-27,-29.285714285714285,-12.0,78.14285714285714,-42.714285714285715,-40.142857142857146,13.428571428571429
Bexley,2020-07-28,-29.0,-11.857142857142858,76.42857142857143,-42.42857142857143,-40.285714285714285,13.285714285714286
Bexley,2020-07-29,-28.571428571428573,-11.571428571428571,76.85714285714286,-42.0,-40.42857142857143,13.142857142857142
Bexley,2020-07-30,-28.0,-11.285714285714286,78.28571428571429,-41.57142857142857,-40.57142857142857,13.0
Bexley,2020-07-31,-28.0,-11.428571428571429,74.14285714285714,-41.57142857142857,-40.857142857142854,12.714285714285714
Bexley,2020-08-01,-27.714285714285715,-10.857142857142858,82.85714285714286,-40.714285714285715,-40.57142857142857,12.285714285714286
Bexley,2020-08-02,-27.0,-10.714285714285714,86.42857142857143,-40.857142857142854,-40.42857142857143,12.142857142857142
Bexley,2020-08-03,-25.714285714285715,-10.714285714285714,95.71428571428571,-41.0,-40.142857142857146,11.857142857142858
Bexley,2020-08-04,-24.428571428571427,-11.0,96.71428571428571,-41.142857142857146,-40.285714285714285,11.857142857142858
Bexley,2020-08-05,-23.0,-11.428571428571429,95.42857142857143,-41.57142857142857,-40.285714285714285,11.714285714285714
Bexley,2020-08-06,-22.857142857142858,-11.714285714285714,93.0,-41.714285714285715,-40.285714285714285,11.571428571428571
Bexley,2020-08-07,-22.571428571428573,-11.428571428571429,94.42857142857143,-41.857142857142854,-40.285714285714285,11.571428571428571
Bexley,2020-08-08,-22.571428571428573,-11.285714285714286,93.28571428571429,-42.285714285714285,-40.42857142857143,11.571428571428571
Bexley,2020-08-09,-22.857142857142858,-11.428571428571429,91.42857142857143,-42.57142857142857,-40.42857142857143,11.571428571428571
Bexley,2020-08-10,-22.142857142857142,-11.142857142857142,90.0,-42.857142857142854,-40.42857142857143,11.428571428571429
Bexley,2020-08-11,-22.428571428571427,-11.0,84.14285714285714,-43.42857142857143,-40.57142857142857,11.285714285714286
Bexley,2020-08-12,-22.428571428571427,-10.714285714285714,79.28571428571429,-43.714285714285715,-40.57142857142857,11.285714285714286
Bexley,2020-08-13,-22.714285714285715,-11.142857142857142,73.85714285714286,-44.142857142857146,-40.57142857142857,11.428571428571429
Bexley,2020-08-14,-22.428571428571427,-11.571428571428571,66.71428571428571,-44.42857142857143,-40.57142857142857,11.571428571428571
Bexley,2020-08-15,-21.571428571428573,-12.0,56.285714285714285,-45.142857142857146,-40.714285714285715,11.857142857142858
Bexley,2020-08-16,-21.0,-12.285714285714286,49.857142857142854,-45.57142857142857,-41.0,12.0
Bexley,2020-08-17,-20.428571428571427,-12.428571428571429,33.57142857142857,-45.285714285714285,-41.142857142857146,12.0
Bexley,2020-08-18,-19.714285714285715,-13.142857142857142,18.857142857142858,-45.0,-40.857142857142854,12.0
Bexley,2020-08-19,-19.714285714285715,-14.428571428571429,2.0,-45.142857142857146,-40.857142857142854,12.142857142857142
Bexley,2020-08-20,-19.0,-14.285714285714286,-9.928571428571429,-44.857142857142854,-40.714285714285715,11.857142857142858
Bexley,2020-08-21,-18.714285714285715,-14.142857142857142,-20.357142857142858,-44.57142857142857,-40.57142857142857,11.714285714285714
Bexley,2020-08-22,-18.714285714285715,-14.0,-22.857142857142858,-43.714285714285715,-40.285714285714285,11.428571428571429
Bexley,2020-08-23,-18.571428571428573,-13.857142857142858,-28.214285714285715,-42.57142857142857,-40.142857142857146,11.285714285714286
Bexley,2020-08-24,-18.142857142857142,-14.0,-28.285714285714285,-42.57142857142857,-40.0,11.142857142857142
Bexley,2020-08-25,-17.571428571428573,-13.857142857142858,-28.285714285714285,-42.714285714285715,-40.142857142857146,11.142857142857142
Bexley,2020-08-26,-15.857142857142858,-13.142857142857142,-27.571428571428573,-42.0,-40.0,10.714285714285714
Bexley,2020-08-27,-16.0,-13.857142857142858,-28.142857142857142,-42.42857142857143,-40.0,10.857142857142858
Bexley,2020-08-28,-15.0,-13.142857142857142,-27.785714285714285,-42.42857142857143,-40.0,10.714285714285714
Bexley,2020-08-29,-14.571428571428571,-12.857142857142858,-27.642857142857142,-42.42857142857143,-40.0,10.714285714285714
Bexley,2020-08-30,-13.714285714285714,-13.0,-27.785714285714285,-42.57142857142857,-40.142857142857146,10.571428571428571
Bexley,2020-08-31,-14.0,-14.0,-28.857142857142858,-43.714285714285715,-43.142857142857146,11.142857142857142
Bexley,2020-09-01,-14.714285714285714,-12.857142857142858,-28.0,-43.142857142857146,-42.857142857142854,10.857142857142858
Bexley,2020-09-02,-16.571428571428573,-12.428571428571429,-27.785714285714285,-43.142857142857146,-42.42857142857143,11.0
Bexley,2020-09-03,-16.428571428571427,-11.285714285714286,-26.571428571428573,-41.857142857142854,-41.857142857142854,10.857142857142858
Bexley,2020-09-04,-16.571428571428573,-11.571428571428571,-25.928571428571427,-40.285714285714285,-41.142857142857146,10.571428571428571
Bexley,2020-09-05,-16.0,-11.142857142857142,-25.214285714285715,-39.285714285714285,-41.142857142857146,10.428571428571429
Bexley,2020-09-06,-15.714285714285714,-10.428571428571429,-24.714285714285715,-39.0,-41.42857142857143,10.571428571428571
Bexley,2020-09-07,-16.428571428571427,-8.285714285714286,-22.142857142857142,-36.0,-37.857142857142854,9.714285714285714
Bexley,2020-09-08,-17.0,-8.285714285714286,-21.357142857142858,-34.42857142857143,-37.42857142857143,9.571428571428571
Bexley,2020-09-09,-17.285714285714285,-8.0,-20.5,-33.0,-37.285714285714285,9.285714285714286
Bexley,2020-09-10,-17.285714285714285,-7.857142857142857,-19.857142857142858,-31.857142857142858,-37.0,8.857142857142858
Bexley,2020-09-11,-17.428571428571427,-7.428571428571429,-6.285714285714286,-31.428571428571427,-36.714285714285715,8.714285714285714
Bexley,2020-09-12,-18.0,-7.571428571428571,5.071428571428571,-32.285714285714285,-36.714285714285715,8.714285714285714
Bexley,2020-09-13,-18.857142857142858,-7.428571428571429,19.071428571428573,-32.0,-36.285714285714285,8.571428571428571
Bexley,2020-09-14,-19.857142857142858,-7.714285714285714,35.5,-32.142857142857146,-35.57142857142857,8.571428571428571
Bexley,2020-09-15,-20.714285714285715,-7.857142857142857,50.42857142857143,-32.285714285714285,-35.0,8.571428571428571
Bexley,2020-09-16,-21.142857142857142,-8.0,64.92857142857143,-32.42857142857143,-34.42857142857143,8.571428571428571
Bexley,2020-09-17,-21.285714285714285,-8.428571428571429,78.28571428571429,-33.0,-34.0,8.571428571428571
Bexley,2020-09-18,-21.428571428571427,-8.714285714285714,78.14285714285714,-33.142857142857146,-33.57142857142857,8.571428571428571
Bexley,2020-09-19,-21.142857142857142,-9.0,78.14285714285714,-33.714285714285715,-33.857142857142854,8.714285714285714
Bexley,2020-09-20,-21.142857142857142,-9.142857142857142,77.0,-34.57142857142857,-33.857142857142854,8.857142857142858
Bexley,2020-09-21,-21.0,-9.0,73.85714285714286,-34.714285714285715,-33.857142857142854,8.857142857142858
Bexley,2020-09-22,-21.0,-8.714285714285714,73.14285714285714,-34.714285714285715,-33.714285714285715,8.857142857142858
Bexley,2020-09-23,-21.428571428571427,-8.571428571428571,65.28571428571429,-35.142857142857146,-33.57142857142857,9.0
Bexley,2020-09-24,-22.0,-8.142857142857142,57.714285714285715,-35.57142857142857,-33.285714285714285,9.285714285714286
Bexley,2020-09-25,-22.714285714285715,-7.857142857142857,49.285714285714285,-36.285714285714285,-33.285714285714285,9.571428571428571
Bexley,2020-09-26,-22.857142857142858,-7.714285714285714,41.42857142857143,-36.714285714285715,-32.857142857142854,9.714285714285714
Bexley,2020-09-27,-23.428571428571427,-8.0,29.714285714285715,-38.142857142857146,-32.857142857142854,10.142857142857142
Bexley,2020-09-28,-23.142857142857142,-7.714285714285714,28.0,-38.57142857142857,-32.57142857142857,10.285714285714286
Bexley,2020-09-29,-23.142857142857142,-7.714285714285714,22.142857142857142,-39.0,-32.285714285714285,10.428571428571429
Bexley,2020-09-30,-22.714285714285715,-7.571428571428571,22.142857142857142,-38.857142857142854,-32.142857142857146,10.428571428571429
Bexley,2020-10-01,-22.571428571428573,-7.285714285714286,23.857142857142858,-38.42857142857143,-31.571428571428573,10.285714285714286
Bexley,2020-10-02,-23.571428571428573,-8.285714285714286,20.142857142857142,-38.57142857142857,-31.285714285714285,10.428571428571429
Bexley,2020-10-03,-24.0,-7.857142857142857,17.714285714285715,-38.57142857142857,-31.571428571428573,10.714285714285714
Bexley,2020-10-04,-24.714285714285715,-8.285714285714286,13.714285714285714,-38.714285714285715,-31.714285714285715,10.857142857142858
Bexley,2020-10-05,-25.428571428571427,-8.714285714285714,9.0,-38.142857142857146,-31.428571428571427,10.857142857142858
Bexley,2020-10-06,-25.714285714285715,-8.857142857142858,8.571428571428571,-37.714285714285715,-31.285714285714285,10.714285714285714
Bexley,2020-10-07,-26.0,-9.142857142857142,11.142857142857142,-37.57142857142857,-31.0,10.571428571428571
Bexley,2020-10-08,-26.571428571428573,-9.714285714285714,6.857142857142857,-37.857142857142854,-31.285714285714285,10.714285714285714
Bexley,2020-10-09,-25.428571428571427,-8.571428571428571,13.142857142857142,-37.42857142857143,-31.142857142857142,10.571428571428571
Bexley,2020-10-10,-25.285714285714285,-8.714285714285714,17.428571428571427,-37.285714285714285,-30.428571428571427,10.428571428571429
Bexley,2020-10-11,-24.571428571428573,-8.285714285714286,27.571428571428573,-36.142857142857146,-29.857142857142858,10.142857142857142
Bexley,2020-10-12,-25.0,-8.857142857142858,24.428571428571427,-36.57142857142857,-30.0,10.285714285714286
Bexley,2020-10-13,-25.857142857142858,-9.714285714285714,18.142857142857142,-37.285714285714285,-30.0,10.571428571428571
Bexley,2020-10-14,-26.0,-9.285714285714286,15.142857142857142,-37.42857142857143,-29.857142857142858,10.714285714285714
Bexley,2020-10-15,-25.428571428571427,-9.0,16.428571428571427,-37.285714285714285,-29.714285714285715,10.714285714285714
Bexley,2020-10-16,-25.142857142857142,-8.714285714285714,17.0,-37.142857142857146,-29.571428571428573,10.714285714285714
Bexley,2020-10-17,-25.714285714285715,-8.571428571428571,19.0,-37.857142857142854,-30.285714285714285,10.857142857142858
Bexley,2020-10-18,-25.857142857142858,-8.142857142857142,19.285714285714285,-37.57142857142857,-30.857142857142858,11.142857142857142
Bexley,2020-10-19,-25.571428571428573,-7.714285714285714,24.571428571428573,-38.0,-31.142857142857142,11.285714285714286
Bexley,2020-10-20,-24.714285714285715,-7.0,31.714285714285715,-38.0,-31.571428571428573,11.285714285714286
Bexley,2020-10-21,-26.142857142857142,-7.857142857142857,26.571428571428573,-38.714285714285715,-32.142857142857146,11.714285714285714
Bexley,2020-10-22,-26.714285714285715,-8.142857142857142,29.142857142857142,-39.285714285714285,-32.42857142857143,11.857142857142858
Bexley,2020-10-23,-27.714285714285715,-9.0,27.714285714285715,-40.285714285714285,-33.142857142857146,12.142857142857142
Bexley,2020-10-24,-28.142857142857142,-9.428571428571429,23.0,-40.285714285714285,-32.714285714285715,12.142857142857142
Bexley,2020-10-25,-28.428571428571427,-9.714285714285714,17.428571428571427,-41.57142857142857,-32.714285714285715,12.142857142857142
Bexley,2020-10-26,-28.428571428571427,-10.0,19.857142857142858,-42.57142857142857,-34.0,12.285714285714286
Bexley,2020-10-27,-29.0,-10.714285714285714,13.857142857142858,-44.0,-35.285714285714285,12.714285714285714
Bexley,2020-10-28,-27.714285714285715,-10.428571428571429,21.428571428571427,-44.714285714285715,-36.57142857142857,12.714285714285714
Bexley,2020-10-29,-28.0,-10.571428571428571,16.142857142857142,-46.0,-38.0,13.142857142857142
Bexley,2020-10-30,-28.142857142857142,-10.0,21.0,-46.285714285714285,-39.0,13.285714285714286
Bexley,2020-10-31,-28.285714285714285,-9.285714285714286,18.714285714285715,-46.42857142857143,-39.142857142857146,13.285714285714286
Bexley,2020-11-01,-27.285714285714285,-9.0,20.571428571428573,-46.142857142857146,-38.857142857142854,13.142857142857142
Bexley,2020-11-02,-26.0,-7.714285714285714,16.285714285714285,-44.714285714285715,-37.42857142857143,12.714285714285714
Bexley,2020-11-03,-23.0,-5.857142857142857,20.142857142857142,-42.42857142857143,-35.714285714285715,12.0
Bexley,2020-11-04,-19.0,-4.285714285714286,22.142857142857142,-39.714285714285715,-33.857142857142854,11.285714285714286
Bexley,2020-11-05,-22.714285714285715,-4.857142857142857,27.285714285714285,-39.285714285714285,-33.285714285714285,11.428571428571429
Bexley,2020-11-06,-26.285714285714285,-5.571428571428571,24.0,-40.0,-32.714285714285715,12.0
Bexley,2020-11-07,-29.857142857142858,-6.428571428571429,34.285714285714285,-41.857142857142854,-35.0,13.0
Bexley,2020-11-08,-34.857142857142854,-7.0,38.285714285714285,-44.142857142857146,-38.0,13.857142857142858
Bexley,2020-11-09,-39.714285714285715,-8.571428571428571,40.0,-45.42857142857143,-38.57142857142857,14.571428571428571
Bexley,2020-11-10,-45.42857142857143,-9.714285714285714,42.42857142857143,-47.0,-39.57142857142857,15.428571428571429
Bexley,2020-11-11,-52.714285714285715,-11.0,39.57142857142857,-49.714285714285715,-40.714285714285715,16.571428571428573
