Borough,date,retail_and_recreation,grocery_and_pharmacy,parks,transit_stations,workplaces,residential
Havering,2021-07-20,-15.714285714285714,6.0,40.714285714285715,-25.714285714285715,-26.285714285714285,7.714285714285714
Havering,2021-07-21,-15.714285714285714,5.857142857142857,39.857142857142854,-26.142857142857142,-26.857142857142858,7.714285714285714
Havering,2021-07-22,-15.142857142857142,6.428571428571429,40.714285714285715,-26.857142857142858,-27.714285714285715,7.714285714285714
Havering,2021-07-23,-14.857142857142858,6.0,42.857142857142854,-27.142857142857142,-28.714285714285715,7.714285714285714
Havering,2021-07-24,-14.571428571428571,5.142857142857143,35.714285714285715,-27.571428571428573,-28.571428571428573,7.857142857142857
Havering,2021-07-25,-13.857142857142858,3.857142857142857,30.714285714285715,-28.857142857142858,-28.857142857142858,8.142857142857142
Havering,2021-07-26,-13.142857142857142,3.0,32.285714285714285,-29.428571428571427,-30.142857142857142,8.285714285714286
Havering,2021-07-27,-12.142857142857142,2.4285714285714284,33.714285714285715,-30.0,-31.285714285714285,8.428571428571429
Havering,2021-07-28,-12.285714285714286,1.1428571428571428,28.428571428571427,-31.0,-32.42857142857143,8.571428571428571
Havering,2021-07-29,-12.0,0.2857142857142857,29.0,-31.0,-33.285714285714285,8.428571428571429
Havering,2021-07-30,-12.142857142857142,-0.5714285714285714,17.714285714285715,-31.571428571428573,-34.0,8.714285714285714
Havering,2021-07-31,-11.857142857142858,-0.5714285714285714,19.285714285714285,-31.428571428571427,-33.857142857142854,8.428571428571429
Havering,2021-08-01,-11.285714285714286,-0.14285714285714285,21.857142857142858,-31.142857142857142,-33.42857142857143,8.285714285714286
Havering,2021-08-02,-10.857142857142858,-0.2857142857142857,22.142857142857142,-31.142857142857142,-33.42857142857143,8.142857142857142
Havering,2021-08-03,-10.428571428571429,-0.2857142857142857,24.0,-31.142857142857142,-33.57142857142857,8.0
Havering,2021-08-04,-9.571428571428571,0.2857142857142857,33.57142857142857,-30.857142857142858,-33.714285714285715,7.857142857142857
Havering,2021-08-05,-10.0,-0.42857142857142855,30.0,-31.142857142857142,-33.857142857142854,8.0
Havering,2021-08-06,-10.142857142857142,-0.14285714285714285,33.0,-31.142857142857142,-34.0,7.857142857142857
Havering,2021-08-07,-10.714285714285714,-0.7142857142857143,29.142857142857142,-31.857142857142858,-34.42857142857143,8.0
Havering,2021-08-08,-11.0,-0.8571428571428571,26.428571428571427,-32.285714285714285,-34.857142857142854,8.0
Havering,2021-08-09,-11.428571428571429,-1.2857142857142858,19.571428571428573,-32.714285714285715,-35.142857142857146,8.142857142857142
Havering,2021-08-10,-11.428571428571429,-1.0,19.857142857142858,-32.42857142857143,-35.142857142857146,8.142857142857142
Havering,2021-08-11,-11.428571428571429,-0.7142857142857143,18.428571428571427,-32.285714285714285,-35.285714285714285,8.142857142857142
Havering,2021-08-12,-11.285714285714286,-0.2857142857142857,20.571428571428573,-32.285714285714285,-35.285714285714285,8.142857142857142
Havering,2021-08-13,-11.0,-0.2857142857142857,24.714285714285715,-32.57142857142857,-35.42857142857143,8.142857142857142
Havering,2021-08-14,-10.714285714285714,0.0,32.714285714285715,-31.142857142857142,-35.42857142857143,7.857142857142857
Havering,2021-08-15,-11.142857142857142,-0.2857142857142857,42.57142857142857,-30.142857142857142,-35.142857142857146,7.714285714285714
Havering,2021-08-16,-10.857142857142858,0.0,47.142857142857146,-29.714285714285715,-35.142857142857146,7.571428571428571
Havering,2021-08-17,-11.428571428571429,-1.0,40.714285714285715,-30.142857142857142,-35.285714285714285,7.714285714285714
Havering,2021-08-18,-11.285714285714286,-1.2857142857142858,36.0,-30.142857142857142,-35.142857142857146,7.714285714285714
Havering,2021-08-19,-11.142857142857142,-1.5714285714285714,36.285714285714285,-30.142857142857142,-34.857142857142854,7.571428571428571
Havering,2021-08-20,-11.142857142857142,-1.8571428571428572,36.857142857142854,-29.714285714285715,-34.714285714285715,7.428571428571429
Havering,2021-08-21,-10.857142857142858,-2.0,30.571428571428573,-30.857142857142858,-34.857142857142854,7.571428571428571
Havering,2021-08-22,-10.571428571428571,-2.4285714285714284,21.285714285714285,-31.714285714285715,-34.857142857142854,7.571428571428571
Havering,2021-08-23,-10.285714285714286,-2.5714285714285716,22.714285714285715,-31.285714285714285,-34.57142857142857,7.428571428571429
Havering,2021-08-24,-9.857142857142858,-2.0,28.571428571428573,-30.857142857142858,-34.42857142857143,7.142857142857143
Havering,2021-08-25,-9.428571428571429,-1.8571428571428572,32.142857142857146,-30.857142857142858,-34.42857142857143,7.0
Havering,2021-08-26,-9.285714285714286,-1.5714285714285714,30.0,-30.428571428571427,-34.714285714285715,7.0
Havering,2021-08-27,-8.714285714285714,-1.1428571428571428,30.714285714285715,-30.285714285714285,-34.714285714285715,7.0
Havering,2021-08-28,-8.714285714285714,-0.7142857142857143,32.57142857142857,-28.857142857142858,-34.42857142857143,6.857142857142857
Havering,2021-08-29,-8.0,-0.14285714285714285,35.285714285714285,-26.571428571428573,-34.57142857142857,6.571428571428571
Havering,2021-08-30,-8.0,-1.4285714285714286,31.571428571428573,-28.857142857142858,-39.0,7.571428571428571
Havering,2021-08-31,-7.285714285714286,-0.14285714285714285,28.0,-29.0,-38.857142857142854,7.714285714285714
Havering,2021-09-01,-7.571428571428571,0.42857142857142855,24.428571428571427,-28.571428571428573,-38.0,7.857142857142857
Havering,2021-09-02,-7.428571428571429,1.2857142857142858,26.714285714285715,-28.0,-36.714285714285715,7.857142857142857
Havering,2021-09-03,-7.142857142857143,1.5714285714285714,25.857142857142858,-27.142857142857142,-35.285714285714285,7.714285714285714
Havering,2021-09-04,-6.285714285714286,2.0,28.285714285714285,-28.0,-34.714285714285715,8.0
Havering,2021-09-05,-5.714285714285714,3.142857142857143,33.857142857142854,-29.571428571428573,-34.285714285714285,8.285714285714286
Havering,2021-09-06,-5.714285714285714,5.714285714285714,38.42857142857143,-26.142857142857142,-28.428571428571427,7.142857142857143
Havering,2021-09-07,-7.0,5.285714285714286,41.714285714285715,-24.285714285714285,-26.857142857142858,6.714285714285714
Havering,2021-09-08,-7.714285714285714,5.285714285714286,44.714285714285715,-23.285714285714285,-25.857142857142858,6.285714285714286
Havering,2021-09-09,-8.285714285714286,5.0,43.57142857142857,-22.428571428571427,-25.285714285714285,6.0
Havering,2021-09-10,-9.285714285714286,5.0,41.857142857142854,-21.857142857142858,-24.857142857142858,6.0
Havering,2021-09-11,-9.428571428571429,5.285714285714286,43.0,-21.142857142857142,-25.0,5.857142857142857
Havering,2021-09-12,-9.571428571428571,5.428571428571429,43.0,-20.714285714285715,-25.142857142857142,5.857142857142857
Havering,2021-09-13,-10.285714285714286,5.0,41.142857142857146,-20.428571428571427,-24.857142857142858,5.857142857142857
Havering,2021-09-14,-11.428571428571429,3.7142857142857144,34.142857142857146,-20.857142857142858,-25.0,6.142857142857143
Havering,2021-09-15,-11.285714285714286,3.857142857142857,31.714285714285715,-20.714285714285715,-25.142857142857142,6.142857142857143
Havering,2021-09-16,-11.285714285714286,3.857142857142857,33.57142857142857,-20.428571428571427,-25.285714285714285,6.0
Havering,2021-09-17,-11.0,3.7142857142857144,35.857142857142854,-20.428571428571427,-25.428571428571427,5.857142857142857
Havering,2021-09-18,-11.142857142857142,3.5714285714285716,37.0,-20.857142857142858,-25.714285714285715,5.714285714285714
Havering,2021-09-19,-12.0,2.7142857142857144,31.428571428571427,-21.142857142857142,-26.142857142857142,5.857142857142857
Havering,2021-09-20,-12.142857142857142,2.4285714285714284,29.428571428571427,-22.0,-26.285714285714285,5.857142857142857
Havering,2021-09-21,-11.0,3.4285714285714284,35.0,-21.714285714285715,-26.0,5.571428571428571
Havering,2021-09-22,-11.285714285714286,2.7142857142857144,36.857142857142854,-21.714285714285715,-25.571428571428573,5.428571428571429
Havering,2021-09-23,-11.714285714285714,2.4285714285714284,34.714285714285715,-22.142857142857142,-25.142857142857142,5.571428571428571
Havering,2021-09-24,-11.428571428571429,3.142857142857143,34.857142857142854,-22.0,-25.0,5.428571428571429
Havering,2021-09-25,-11.857142857142858,2.857142857142857,32.57142857142857,-20.571428571428573,-25.428571428571427,5.571428571428571
Havering,2021-09-26,-11.714285714285714,3.4285714285714284,34.714285714285715,-19.285714285714285,-25.142857142857142,5.571428571428571
Havering,2021-09-27,-12.285714285714286,3.4285714285714284,32.857142857142854,-18.285714285714285,-25.0,5.571428571428571
Havering,2021-09-28,-12.857142857142858,3.2857142857142856,28.857142857142858,-18.0,-25.0,5.714285714285714
Havering,2021-09-29,-12.857142857142858,4.142857142857143,24.0,-18.142857142857142,-25.285714285714285,5.857142857142857
Havering,2021-09-30,-12.571428571428571,4.142857142857143,18.857142857142858,-18.0,-25.428571428571427,5.857142857142857
Havering,2021-10-01,-12.714285714285714,3.142857142857143,14.714285714285714,-18.571428571428573,-25.714285714285715,6.142857142857143
Havering,2021-10-02,-12.285714285714286,2.5714285714285716,7.0,-20.714285714285715,-25.428571428571427,6.571428571428571
Havering,2021-10-03,-11.0,2.4285714285714284,4.857142857142857,-21.142857142857142,-25.428571428571427,6.571428571428571
Havering,2021-10-04,-10.571428571428571,2.0,5.0,-21.857142857142858,-25.285714285714285,6.571428571428571
Havering,2021-10-05,-10.285714285714286,1.4285714285714286,3.5714285714285716,-22.571428571428573,-25.142857142857142,6.571428571428571
Havering,2021-10-06,-10.0,0.7142857142857143,5.0,-22.571428571428573,-24.857142857142858,6.571428571428571
Havering,2021-10-07,-10.0,0.2857142857142857,7.571428571428571,-22.714285714285715,-24.571428571428573,6.571428571428571
Havering,2021-10-08,-10.0,0.42857142857142855,7.285714285714286,-22.428571428571427,-24.0,6.428571428571429
Havering,2021-10-09,-9.142857142857142,0.8571428571428571,13.714285714285714,-21.714285714285715,-23.714285714285715,6.0
Havering,2021-10-10,-9.571428571428571,0.7142857142857143,13.285714285714286,-23.142857142857142,-24.0,6.0
Havering,2021-10-11,-9.428571428571429,0.8571428571428571,14.142857142857142,-23.142857142857142,-23.857142857142858,6.0
Havering,2021-10-12,-9.571428571428571,1.1428571428571428,14.571428571428571,-22.857142857142858,-23.571428571428573,5.857142857142857
Havering,2021-10-13,-9.714285714285714,1.0,13.0,-22.857142857142858,-23.428571428571427,5.857142857142857
Havering,2021-10-14,-9.857142857142858,0.7142857142857143,12.571428571428571,-23.0,-23.285714285714285,5.714285714285714
Havering,2021-10-15,-9.714285714285714,0.8571428571428571,12.428571428571429,-23.142857142857142,-23.285714285714285,5.714285714285714
Havering,2021-10-16,-9.714285714285714,1.0,9.0,-23.285714285714285,-23.285714285714285,5.857142857142857
Havering,2021-10-17,-9.571428571428571,1.2857142857142858,8.714285714285714,-22.857142857142858,-23.0,5.857142857142857
Havering,2021-10-18,-9.857142857142858,1.5714285714285714,6.714285714285714,-23.0,-23.142857142857142,5.857142857142857
Havering,2021-10-19,-10.0,1.5714285714285714,6.571428571428571,-23.142857142857142,-23.285714285714285,5.857142857142857
Havering,2021-10-20,-10.285714285714286,1.2857142857142858,5.285714285714286,-23.428571428571427,-23.428571428571427,5.857142857142857
Havering,2021-10-21,-10.0,1.4285714285714286,3.857142857142857,-23.428571428571427,-23.571428571428573,6.0
Havering,2021-10-22,-10.0,1.1428571428571428,10.285714285714286,-23.571428571428573,-23.714285714285715,6.142857142857143
Havering,2021-10-23,-10.142857142857142,1.1428571428571428,12.857142857142858,-23.142857142857142,-24.0,6.0
Havering,2021-10-24,-10.428571428571429,0.7142857142857143,14.571428571428571,-22.285714285714285,-24.714285714285715,6.0
Havering,2021-10-25,-8.857142857142858,0.42857142857142855,16.285714285714285,-23.0,-26.428571428571427,6.142857142857143
Havering,2021-10-26,-7.285714285714286,0.42857142857142855,17.0,-23.857142857142858,-28.0,6.428571428571429
Havering,2021-10-27,-5.714285714285714,0.7142857142857143,18.857142857142858,-23.857142857142858,-29.857142857142858,6.571428571428571
Havering,2021-10-28,-4.285714285714286,0.8571428571428571,22.0,-24.428571428571427,-31.571428571428573,6.714285714285714
Havering,2021-10-29,-3.5714285714285716,1.0,13.0,-25.285714285714285,-33.285714285714285,6.857142857142857
Havering,2021-10-30,-3.7142857142857144,1.2857142857142858,10.714285714285714,-25.714285714285715,-33.285714285714285,6.857142857142857
Havering,2021-10-31,-4.142857142857143,1.0,4.428571428571429,-27.142857142857142,-33.0,7.0
Havering,2021-11-01,-5.142857142857143,1.1428571428571428,2.4285714285714284,-26.142857142857142,-31.285714285714285,6.857142857142857
Havering,2021-11-02,-6.571428571428571,1.2857142857142858,2.7142857142857144,-24.857142857142858,-29.571428571428573,6.571428571428571
Havering,2021-11-03,-7.714285714285714,1.5714285714285714,0.8571428571428571,-24.571428571428573,-27.571428571428573,6.428571428571429
Havering,2021-11-04,-9.428571428571429,1.7142857142857142,-3.142857142857143,-24.0,-25.857142857142858,6.285714285714286
Havering,2021-11-05,-10.142857142857142,2.2857142857142856,0.0,-22.714285714285715,-24.0,6.142857142857143
Havering,2021-11-06,-10.0,2.2857142857142856,0.5714285714285714,-22.857142857142858,-24.0,6.285714285714286
Havering,2021-11-07,-9.0,3.2857142857142856,5.285714285714286,-21.142857142857142,-23.857142857142858,6.142857142857143
Havering,2021-11-08,-9.142857142857142,3.7142857142857144,5.571428571428571,-21.142857142857142,-23.571428571428573,6.142857142857143
Havering,2021-11-09,-8.857142857142858,3.7142857142857144,5.0,-21.285714285714285,-23.428571428571427,6.142857142857143
Havering,2021-11-10,-8.857142857142858,3.857142857142857,3.4285714285714284,-21.142857142857142,-23.285714285714285,6.142857142857143
Havering,2021-11-11,-8.428571428571429,4.0,5.142857142857143,-20.857142857142858,-23.142857142857142,6.142857142857143
